2025-01-19 14:50:28,589 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Current SDK version is 0.18.7
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Configure stats pid to 823435
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Loading settings from /home/vitran/.config/wandb/settings
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Loading settings from /home/vitran/gs7/wandb/settings
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'_require_legacy_service': 'true', 'entity': 'plenoxelsanddiffusercam', 'project': 'sweep-demo-v6_400_tv_train', 'sweep_id': 'vxgxmtav', 'root_dir': '/home/vitran/gs7', 'run_id': 'i30fsiow', 'sweep_param_path': '/home/vitran/gs7/wandb/sweep-vxgxmtav/config-i30fsiow.yaml'}
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'gs7/train_sim_v3.py', 'program_abspath': '/home/vitran/gs7/train_sim_v3.py', 'program': 'train_sim_v3.py'}
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_setup.py:_flush():79] Applying login settings: {}
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_init.py:_log_setup():533] Logging user logs to /home/vitran/gs7/wandb/run-20250119_145028-i30fsiow/logs/debug.log
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_init.py:_log_setup():534] Logging internal logs to /home/vitran/gs7/wandb/run-20250119_145028-i30fsiow/logs/debug-internal.log
2025-01-19 14:50:28,590 INFO    MainThread:823435 [wandb_init.py:init():619] calling init triggers
2025-01-19 14:50:28,591 INFO    MainThread:823435 [wandb_init.py:init():627] wandb.init called with sweep_config: {'tv_train_weight': 0.008595349441954, 'tv_weight': 0.00973318576336286}
config: {'program': 'train_sim_v3.py', 'method': 'bayes', 'name': 'sweep', 'metric': {'goal': 'maximize', 'name': 'val_acc'}, 'parameters': {'tv_weight': {'min': 0.0, 'max': 0.01}, 'tv_train_weight': {'min': 0.0, 'max': 0.01}}}
2025-01-19 14:50:28,591 INFO    MainThread:823435 [wandb_init.py:init():669] starting backend
2025-01-19 14:50:28,591 INFO    MainThread:823435 [wandb_init.py:init():673] sending inform_init request
2025-01-19 14:50:28,596 INFO    MainThread:823435 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-01-19 14:50:28,596 INFO    MainThread:823435 [wandb_init.py:init():686] backend started and connected
2025-01-19 14:50:28,605 INFO    MainThread:823435 [wandb_run.py:_config_callback():1387] config_cb None None {'tv_train_weight': 0.008595349441954, 'tv_weight': 0.00973318576336286}
2025-01-19 14:50:28,606 INFO    MainThread:823435 [wandb_init.py:init():781] updated telemetry
2025-01-19 14:50:28,607 INFO    MainThread:823435 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
2025-01-19 14:50:29,136 INFO    MainThread:823435 [wandb_init.py:init():867] starting run threads in backend
2025-01-19 14:50:31,324 INFO    MainThread:823435 [wandb_run.py:_console_start():2456] atexit reg
2025-01-19 14:50:31,325 INFO    MainThread:823435 [wandb_run.py:_redirect():2305] redirect: wrap_raw
2025-01-19 14:50:31,325 INFO    MainThread:823435 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-01-19 14:50:31,325 INFO    MainThread:823435 [wandb_run.py:_redirect():2395] Redirects installed.
2025-01-19 14:50:31,327 INFO    MainThread:823435 [wandb_init.py:init():911] run started, returning control to user process
2025-01-19 15:01:18,358 WARNING MsgRouterThr:823435 [router.py:message_loop():75] message_loop has been closed
